Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"Winnipeg, MB, Canada",06/15/2018,27.1,17.1,22.1,,26.5,19.54,,,14.9,229.79,38.9,307,6.3,64.8,Rain
"Winnipeg, MB, Canada",06/16/2018,22.8,17.1,19.9,,,1.89,,,14.2,172.29,42.4,308.6,6.7,62.14,Rain
"Winnipeg, MB, Canada",06/17/2018,24.9,15.7,20,,,0,,,13.9,175.58,31.7,309.8,6.3,54,Clear
"Winnipeg, MB, Canada",06/18/2018,26.3,15.1,21.6,,,1.1,,,11.2,191.67,,311.3,3.8,42.04,Rain
"Winnipeg, MB, Canada",06/19/2018,28.5,16.7,23,,27.3,1.85,,,6.9,199.67,,311,6.3,47.55,Rain
"Winnipeg, MB, Canada",06/20/2018,30.8,17.6,25.1,,29.2,1.85,,,11.5,286,27.7,308.9,4.3,38.93,Rain
"Winnipeg, MB, Canada",06/21/2018,31.6,19.5,26.6,,30.1,1.3,,,8,217.83,,308.5,6.3,44.63,Rain
"Winnipeg, MB, Canada",06/22/2018,30.3,20.5,24.1,,29.8,11.75,,,21.5,189.58,64.5,307.9,6.3,57.89,Rain
"Winnipeg, MB, Canada",06/23/2018,27.9,17.9,22.6,,27.9,15.8,,,10.5,87.04,35.3,307.7,6.5,64.3,Rain
"Winnipeg, MB, Canada",06/24/2018,24.3,18.1,20.4,,,0,,,12.3,71.46,33.5,310.2,5.6,74.39,Clear
"Winnipeg, MB, Canada",06/25/2018,25.1,14.8,20.6,,,0.3,,,9.2,131.58,33.5,310.5,4.8,68.59,Rain
"Winnipeg, MB, Canada",06/26/2018,28.9,19.6,24.4,,28.5,0,,,12.6,196.63,42.4,308.8,5.7,62.82,Clear
"Winnipeg, MB, Canada",06/27/2018,27.2,17.6,22.8,,26.5,20.5,,,11.5,203.71,44.3,308,5.8,61.14,Rain
"Winnipeg, MB, Canada",06/28/2018,29.1,16.5,23.6,,27.7,1.5,,,7.2,203.79,,307.9,4.2,41.81,Rain
"Winnipeg, MB, Canada",06/29/2018,26,16.7,22.3,,,10.83,,,14.1,90.96,33.5,306,6.5,61.72,Rain
"Winnipeg, MB, Canada",06/30/2018,23.7,19.6,21.6,,,0,,,11.4,226.96,37.1,307.7,6,69.2,Clear
"Winnipeg, MB, Canada",07/01/2018,26,15.5,19.8,,,7.3,,,12.2,208.13,48.3,307.7,5.4,69.42,Rain
"Winnipeg, MB, Canada",07/02/2018,25.9,14.6,20.5,,,2,,,16.2,226.54,38.9,236.8,23.2,58.35,Rain
"Winnipeg, MB, Canada",07/03/2018,26.2,15,21.4,,,0.2,,,13.9,63.5,33.5,238.4,12.1,67.92,Rain
"Winnipeg, MB, Canada",07/04/2018,26.3,18.8,22.2,,,31.49,,,21.6,190.46,55.4,308.8,5.8,65.06,Rain
"Winnipeg, MB, Canada",07/05/2018,24.9,13.7,20,,,0,,,12.7,285.58,31.7,313.7,3.1,53.64,Clear
"Winnipeg, MB, Canada",07/06/2018,27.3,15.9,22.4,,27.6,0.3,,,11.9,203.88,44.6,313.2,2.4,61.61,Rain
"Winnipeg, MB, Canada",07/07/2018,33.2,20.2,26.5,,38.3,0,,,23.7,210.46,61,327.1,4.5,66.74,Clear
"Winnipeg, MB, Canada",07/08/2018,28.3,21.5,24.4,,28.2,0.2,,,9.8,269.46,,309.5,5.4,55.45,Rain
"Winnipeg, MB, Canada",07/09/2018,26.8,16.8,22.1,,26.5,0.2,,,11.6,260.92,27.7,311.8,2.5,53.84,Rain
"Winnipeg, MB, Canada",07/10/2018,29.8,17.1,24,,29.3,3.3,,,10,139.63,33.5,311.3,5.8,53.24,Rain
"Winnipeg, MB, Canada",07/11/2018,28.2,18.6,24.2,,30.9,15.34,,,13.8,165.54,46.4,307.9,6.1,70.94,Rain
"Winnipeg, MB, Canada",07/12/2018,31.2,20.1,25.1,,30,0,,,15,248.83,51.6,308.6,3.5,52.6,Clear
"Winnipeg, MB, Canada",07/13/2018,32.2,20.6,26.5,,31.1,0,,,11.8,260.67,33.5,310.1,2.3,46.45,Clear
"Winnipeg, MB, Canada",07/14/2018,33,20,27.3,,33.3,0.5,,,19.1,212.04,46.4,309,5.7,54.44,Rain
"Winnipeg, MB, Canada",07/15/2018,26.1,16.3,21.5,,,0.5,,,19,277.42,44.6,309.6,3.1,46.07,Rain
"Winnipeg, MB, Canada",07/16/2018,20.9,14.1,17.8,,,0,,,13.9,248.92,35.3,310.7,5.2,59.81,Clear
"Winnipeg, MB, Canada",07/17/2018,26.3,12.2,19.4,,,0,,,9.4,202.63,,311.7,1.9,59.99,Clear
"Winnipeg, MB, Canada",07/18/2018,29.9,15.9,23.9,,29.5,0,,,10.8,205.92,31.7,309.9,4.7,55.85,Clear
"Winnipeg, MB, Canada",07/19/2018,29,19,23.3,,29.1,15.12,,,11.5,227.54,31.3,308.3,6.6,70.25,Rain
"Winnipeg, MB, Canada",07/20/2018,25.4,16.7,21,,,7.2,,,12.3,153.71,38.9,307.4,6.5,71.67,Rain
"Winnipeg, MB, Canada",07/21/2018,26.2,16.5,21.6,,,0.2,,,8.6,73.13,29.5,310.5,6.5,63.36,Rain
"Winnipeg, MB, Canada",07/22/2018,26.9,17,21.9,,27.6,9.5,,,13.8,150.25,40.6,310.3,5.7,74.16,Rain
"Winnipeg, MB, Canada",07/23/2018,23.9,15.9,20.4,,,0,,,13.1,253.75,48.2,310.4,3.4,63.67,Clear
"Winnipeg, MB, Canada",07/24/2018,21.4,14.4,18.9,,,0,,,11.1,275.04,33.5,310.5,5.6,62.43,Clear
"Winnipeg, MB, Canada",07/25/2018,18.1,14.2,15.6,,,5.11,,,12.6,306.25,46.4,307.3,7,81.09,Rain
"Winnipeg, MB, Canada",07/26/2018,23.6,12.6,17.8,,,0.06,,,15.7,292.75,35.2,313.9,6,63.08,Rain
"Winnipeg, MB, Canada",07/27/2018,26.3,14.6,20.2,,,0.64,,,9.4,237.21,31.7,275.6,3.8,56.96,Rain
"Winnipeg, MB, Canada",07/28/2018,27.2,15.7,20.8,,26.8,1.2,,,8,200.17,,311.5,3.9,54.09,Rain
"Winnipeg, MB, Canada",07/29/2018,29.1,15.4,22.7,,27.7,0,,,8.1,240.88,,311.1,2,49.69,Clear
"Winnipeg, MB, Canada",07/30/2018,30.9,17.1,24.8,,29.3,0.8,,,10.2,245.83,31.7,310.6,4.7,44.96,Rain
"Winnipeg, MB, Canada",07/31/2018,23.8,16.1,19.8,,,0.6,,,16.3,148.13,40.6,309.9,6.5,66.08,Rain
"Winnipeg, MB, Canada",08/01/2018,18,11.9,14.3,,,0,,,12,54.13,35.3,311.4,6,65.15,Clear
"Winnipeg, MB, Canada",08/02/2018,22.1,9.1,16.5,,,0.2,,,11.9,202.63,35.3,274,5.2,63.81,Rain
"Winnipeg, MB, Canada",08/03/2018,31,14.8,22.7,,32.3,0,,,7.2,175.29,48.2,307.9,5.2,63.71,Clear
"Winnipeg, MB, Canada",08/04/2018,26.8,16.3,20.8,,26.9,35.87,,,13.6,148.54,42.5,308.9,5.7,76.32,Rain
"Winnipeg, MB, Canada",08/05/2018,21.5,13.5,18.1,,,2.75,,,15.7,212.25,38.8,308.8,6,77.33,Rain
"Winnipeg, MB, Canada",08/06/2018,23.5,11.1,16.8,,,0.5,,,7.6,255.42,,311,5.2,67.15,Rain
"Winnipeg, MB, Canada",08/07/2018,32.1,15.6,24,,30.4,0,,,13.9,220.21,37,308.6,4.5,53.35,Clear
"Winnipeg, MB, Canada",08/08/2018,28.7,20.2,24.8,,28.4,0,,,13.8,295.71,38.9,269.3,5,50.33,Clear
"Winnipeg, MB, Canada",08/09/2018,30.3,17.2,23.8,,29.5,0.3,,,3.5,278.46,,306.3,1.4,57.75,Rain
"Winnipeg, MB, Canada",08/10/2018,32.3,19.8,25.6,,31.4,0.85,,,11.2,263.17,33.5,298.8,0.2,53.4,Rain
"Winnipeg, MB, Canada",08/11/2018,36.1,19.5,27.5,,34.9,0.6,,,12.7,190.67,44.6,301.5,0,51.91,Rain
"Winnipeg, MB, Canada",08/12/2018,36.7,21.1,28.5,,38.2,0.25,,,13.1,187.38,48.2,305.3,0.3,58.96,Rain
"Winnipeg, MB, Canada",08/13/2018,28,17.9,22.1,,30.2,0,,,16.7,272.96,51.7,272.8,5.7,67.73,Clear
"Winnipeg, MB, Canada",08/14/2018,18.9,10.6,15.4,,,0,,,9.8,285.42,27.7,310.7,6.2,67.26,Clear
"Winnipeg, MB, Canada",08/15/2018,31.3,11.9,21.6,,29.6,1.2,,,14.4,206.92,44.6,307.3,0.7,50.86,Rain
"Winnipeg, MB, Canada",08/16/2018,23.3,17.2,20,,,0.25,,,12.4,240.04,31.7,305.9,3,62.13,Rain
"Winnipeg, MB, Canada",08/17/2018,26.9,12.2,19.4,,26.6,0.55,,,9.5,218,,307.1,3.2,63.81,Rain
"Winnipeg, MB, Canada",08/18/2018,32,18.6,24.8,,31.7,0.44,,,10.7,223.96,42.5,303.7,4.7,55.68,Rain
"Winnipeg, MB, Canada",08/19/2018,22.8,15.6,19.6,,,0.2,,,12.1,269.67,38.9,304.4,6.3,57.34,Rain
"Winnipeg, MB, Canada",08/20/2018,21.9,12.2,17.7,,,0,,,13.4,206.88,35.3,311.5,4.4,57.12,Clear
"Winnipeg, MB, Canada",08/21/2018,18,14.8,16.3,,,0,,,6.2,312.33,,334.8,2.8,55.59,Clear
"Winnipeg, MB, Canada",08/22/2018,29.3,14.3,22.8,,27.6,0,,,16.6,237.68,44.8,271.4,0,30.1,Clear
"Winnipeg, MB, Canada",08/23/2018,31.2,15.6,23.1,,30.3,0.5,,,12.3,184.92,38.9,305.1,3.5,48.53,Rain
"Winnipeg, MB, Canada",08/24/2018,26.4,17,21.3,,,0,,,9.8,98.79,,297.6,5.4,71.69,Clear
"Winnipeg, MB, Canada",08/25/2018,21.8,14.4,19.4,,,0.75,,,10.3,252.46,29.5,305.5,5.1,66.28,Rain
"Winnipeg, MB, Canada",08/26/2018,20.2,10.6,15.4,,,5.65,,,14.4,125.21,57.6,306.6,5.4,61.25,Rain
"Winnipeg, MB, Canada",08/27/2018,16.7,11.5,13.8,,,9.36,,,17.1,143.46,46.4,306.1,6.8,71.05,Rain
"Winnipeg, MB, Canada",08/28/2018,18.1,10.2,13.6,,,5.62,,,7.9,127,,309.4,6.8,70.7,Rain
"Winnipeg, MB, Canada",08/29/2018,23.1,12.7,16.9,,,0.2,,,10.1,210.17,27.7,309,4.7,66.06,Rain
"Winnipeg, MB, Canada",08/30/2018,27.8,14.9,20.9,,27.9,0,,,18.4,204.67,59.3,308.1,4.4,60.79,Clear
"Winnipeg, MB, Canada",08/31/2018,25.9,16.6,20.6,,,0.46,,,14.1,264.04,35.4,307.3,6,59.62,Rain
"Winnipeg, MB, Canada",09/01/2018,25.2,11.7,19.3,,,1.15,,,11.8,239,48.1,308.6,3.6,47.49,Rain
"Winnipeg, MB, Canada",09/02/2018,21.6,14.4,18.8,,,0,,,14.7,274.25,46.4,308.5,4.9,46.49,Clear
"Winnipeg, MB, Canada",09/03/2018,26.8,9.6,19.3,,26.1,0.3,,,11.6,191.21,53.6,310.4,3.6,43.18,Rain
"Winnipeg, MB, Canada",09/04/2018,21.1,14.1,17.9,,,11.3,,,14,264.42,42.4,309.6,6.1,67.04,Rain
"Winnipeg, MB, Canada",09/05/2018,17,8.4,12.6,9.1,,0.3,,,10.2,281.96,33.5,313.4,1.5,52.58,Rain
"Winnipeg, MB, Canada",09/06/2018,23.1,8.7,15.6,7.5,,0,,,9.4,210.46,29.5,313.8,4.2,39.76,Clear
"Winnipeg, MB, Canada",09/07/2018,22.1,11,16.4,,,0.25,,,10.5,90.29,27.7,313,5.9,53.74,Rain
"Winnipeg, MB, Canada",09/08/2018,19.8,12.9,16.1,,,6.75,,,15.3,144.71,61,310,6.7,71.01,Rain
"Winnipeg, MB, Canada",09/09/2018,24.6,13.9,19.7,,,8.19,,,17.3,205.79,59.4,308.6,6.8,61.33,Rain
"Winnipeg, MB, Canada",09/10/2018,23.3,10,17.6,7.9,,0.2,,,27.6,213.38,38.9,130.7,2.6,63.13,Rain
"Winnipeg, MB, Canada",09/11/2018,24.8,12.4,17.5,,,8.44,,,19.2,202.88,46.4,271.5,6.4,73.92,Rain
"Winnipeg, MB, Canada",09/12/2018,14.8,7.1,11.7,5.6,,10.45,,,13.2,161.04,37,309.2,6,79.66,Rain
"Winnipeg, MB, Canada",09/13/2018,16.9,12.4,15.1,,,24.14,,,14,258.42,38.8,236.1,14.8,87.39,Rain
"Winnipeg, MB, Canada",09/14/2018,18.2,9.8,14.4,,,0.56,,,5.7,148.92,,311.8,6.3,77.79,Rain
"Winnipeg, MB, Canada",09/15/2018,17,10.9,14.1,,,0.36,,,14.2,76.33,42.5,244.5,23.8,83.47,Rain
"Winnipeg, MB, Canada",09/16/2018,26.3,7.7,15.4,5.2,,0.96,,,18,183.38,46.4,233.8,22.1,82.71,Rain
"Winnipeg, MB, Canada",09/17/2018,12.2,4.9,8.4,2.8,,1.42,,,16.2,122.54,40.7,136.8,42.5,79.78,"Rain, Partially cloudy"
"Winnipeg, MB, Canada",09/18/2018,17.6,6.8,11.8,,,0.4,,,8.1,146.75,,280.3,9.3,74.71,Rain
"Winnipeg, MB, Canada",09/19/2018,13.8,7.1,9.8,6,,0,,,10.2,159.67,33.5,266.2,13,66.87,Clear
"Winnipeg, MB, Canada",09/20/2018,11.3,3,8.4,1.7,,7.44,,,12.6,83.37,35.3,297.8,8.4,72.04,Rain
"Winnipeg, MB, Canada",09/21/2018,11.1,6.6,8.4,4.2,,5.85,,,22.9,286.21,35.3,275.4,7.8,74.36,Rain
"Winnipeg, MB, Canada",09/22/2018,8.8,1.9,4.3,-0.7,,7.27,,,14.7,74.63,40.6,309.3,7.2,86.04,Rain
"Winnipeg, MB, Canada",09/23/2018,5.9,1.6,3.7,-1.1,,2.1,,,12.7,60.88,40.6,312.2,7.1,83.15,Rain
"Winnipeg, MB, Canada",09/24/2018,8.9,4.3,6.4,2.6,,1.21,,,8.5,219.42,,304.7,7.2,87.3,Rain
"Winnipeg, MB, Canada",09/25/2018,13.2,5.8,8.5,6.5,,6.82,,,9,277.75,31.7,308.1,6.5,75.5,Rain
"Winnipeg, MB, Canada",09/26/2018,7.8,3.5,6.3,1.9,,4.85,,,8.3,181.58,31.3,307.1,6.3,84.37,Rain
"Winnipeg, MB, Canada",09/27/2018,7.8,4.6,6.3,4,,9.17,,,14.4,267.96,46.3,307,6.5,84.58,Rain
"Winnipeg, MB, Canada",09/28/2018,5.4,0.8,2.1,-2.4,,1.25,,,13.2,302.63,40.7,311.4,6.7,67.42,Rain
"Winnipeg, MB, Canada",09/29/2018,10,-2.2,3.7,-2.8,,0.75,,,11,202.58,,312.2,5.3,61.41,Rain
"Winnipeg, MB, Canada",09/30/2018,6.2,1,3.6,-1.5,,0,,,14.6,290.33,37.1,313.5,6.4,56.15,Clear
